537,2013-06-06 20:34:11,0,-1,0.36737926,0.03602193,1.59495666,9.84760679
537,2013-06-06 20:34:11,2,-1,0.38796516,0.11902897,1.41765169,9.84760679
537,2013-06-06 20:34:11,0,-1,-0.17973080,0.19342208,0.35460993,9.84760679
537,2013-06-06 20:34:11,0,-1,-0.26920032,-0.54111198,-0.12687155,9.84760679
537,2013-06-06 20:34:11,0,-1,0.03879652,0.45418951,0.20252167,9.84760679
537,2013-06-06 20:34:11,0,-1,0.43072051,-0.23414252,0.65799842,9.84760679
537,2013-06-06 20:34:11,0,-1,0.33333333,0.11824589,0.98739165,9.84760679
537,2013-06-06 20:34:11,0,-1,0.20506730,-0.19968677,1.01260835,9.84760679
537,2013-06-06 20:34:11,0,-1,0.26524149,-0.11902897,0.93695823,9.84760679
537,2013-06-06 20:34:11,0,-1,0.14806017,-0.01879405,0.70921986,9.84760679
537,2013-06-06 20:34:11,0,-1,-0.00395883,-0.03054033,0.55713160,9.84760679
537,2013-06-06 20:34:11,0,-1,0.10926366,0.02584182,0.65799842,9.84760679
537,2013-06-06 20:34:11,0,-1,0.23911322,-0.35160532,0.75965327,9.84760679
537,2013-06-06 20:34:11,0,-1,0.48297704,0.17854346,1.16469661,9.84760679
537,2013-06-06 20:34:11,0,-1,0.47268409,-0.01252937,1.21513002,9.84760679
537,2013-06-06 20:34:11,0,-1,0.44576405,-0.10493344,1.16469661,9.84760679
537,2013-06-06 20:34:11,0,-1,0.42676168,-0.08848865,1.08825847,9.84760679
537,2013-06-06 20:34:11,0,-1,0.47505938,-0.08379013,1.29078014,9.84760679
537,2013-06-06 20:34:11,0,-1,0.45130641,0.11276429,1.31678487,9.84760679
537,2013-06-06 20:34:11,0,-1,0.44734759,-0.08300705,1.26556344,9.84760679
